route,severity,published,supplier,product,finding,how
AUTOMATIC,major,draft,"Hill Interiors","Luxe Collection Natural Glow ED White Wax Candle","Title does not end with “| Kaiku”.","fix-catalogue-tier1.ts --apply"
NEEDS DAMIEN,blocker,draft,"Hill Interiors","Luxe Collection Natural Glow ED White Wax Candle","No retail price.","prices are Damien's — never imported, never guessed"
NEEDS DATA,minor,draft,"Hill Interiors","Luxe Collection Natural Glow ED White Wax Candle","Only 1 image — one angle invites a surprise.","supplier image pack — §E"
NEEDS DATA,major,draft,"Hill Interiors","Luxe Collection Natural Glow ED White Wax Candle","The copy admits it does not know something instead of finding it out.","get the fact from sourceUrl, then rewrite. Never invent"
AUTOMATIC,major,draft,"Hill Interiors","Luxe Collection Natural Glow ED White Wax Candle","1 FAQ answer nothing (e.g. ""Does the candle have any fragrance notes?"").","fix-catalogue-tier1.ts --apply"
AUTOMATIC,major,draft,"Hill Interiors","Luxe Collection Natural Glow ED White Wax Candle","Title does not end with “| Kaiku”.","fix-catalogue-tier1.ts --apply"
NEEDS DAMIEN,blocker,draft,"Hill Interiors","Luxe Collection Natural Glow ED White Wax Candle","No retail price.","prices are Damien's — never imported, never guessed"
NEEDS DATA,minor,draft,"Hill Interiors","Luxe Collection Natural Glow ED White Wax Candle","Only 1 image — one angle invites a surprise.","supplier image pack — §E"
WRITING,major,draft,"Hill Interiors","Luxe Collection Natural Glow ED White Wax Candle","The short summary repeats the description's opening.","Tier 2 — summary must not echo the description"
AUTOMATIC,major,draft,"Hill Interiors","Luxe Collection Natural Glow ED White Wax Candle","3 FAQs answer nothing (e.g. ""How long does it burn for?"").","fix-catalogue-tier1.ts --apply"
AUTOMATIC,major,draft,"Hill Interiors","Luxe Collection Natural Glow ED White Wax Candle","Title does not end with “| Kaiku”.","fix-catalogue-tier1.ts --apply"
NEEDS DAMIEN,blocker,draft,"Hill Interiors","Luxe Collection Natural Glow ED White Wax Candle","No retail price.","prices are Damien's — never imported, never guessed"
NEEDS DATA,minor,draft,"Hill Interiors","Luxe Collection Natural Glow ED White Wax Candle","Only 1 image — one angle invites a surprise.","supplier image pack — §E"
NEEDS DATA,major,draft,"Hill Interiors","Luxe Collection Natural Glow ED White Wax Candle","The copy admits it does not know something instead of finding it out.","get the fact from sourceUrl, then rewrite. Never invent"
WRITING,minor,draft,"Hill Interiors","Luxe Collection Natural Glow Textured Ribbed LED Candle","Filler phrases: seamlessly, perfect for, touch of sophistication, your space","Tier 2 rewrite"
AUTOMATIC,major,draft,"Hill Interiors","Luxe Collection Natural Glow Textured Ribbed LED Candle","1 FAQ answer nothing (e.g. ""What happens if the candle arrives damaged?"").","fix-catalogue-tier1.ts --apply"
AUTOMATIC,major,draft,"Hill Interiors","Luxe Collection Natural Glow Textured Ribbed LED Candle","Title does not end with “| Kaiku”.","fix-catalogue-tier1.ts --apply"
NEEDS DAMIEN,blocker,draft,"Hill Interiors","Luxe Collection Natural Glow Textured Ribbed LED Candle","No retail price.","prices are Damien's — never imported, never guessed"
WRITING,minor,draft,"Hill Interiors","Luxe Collection Natural Glow Textured Ribbed LED Candle","Filler phrases: seamlessly, transform your, perfect for, your space","Tier 2 rewrite"
AUTOMATIC,major,draft,"Hill Interiors","Luxe Collection Natural Glow Textured Ribbed LED Candle","3 FAQs answer nothing (e.g. ""Which batteries does it take and how many?"").","fix-catalogue-tier1.ts --apply"
AUTOMATIC,major,draft,"Hill Interiors","Luxe Collection Natural Glow Textured Ribbed LED Candle","Title does not end with “| Kaiku”.","fix-catalogue-tier1.ts --apply"
NEEDS DAMIEN,blocker,draft,"Hill Interiors","Luxe Collection Natural Glow Textured Ribbed LED Candle","No retail price.","prices are Damien's — never imported, never guessed"
WRITING,minor,draft,"Hill Interiors","Luxe Collection Natural Glow Textured Ribbed LED Candle","Filler phrases: elevate your, perfect for, exquisite","Tier 2 rewrite"
AUTOMATIC,major,draft,"Hill Interiors","Luxe Collection Natural Glow Textured Ribbed LED Candle","4 FAQs answer nothing (e.g. ""Which batteries does it take, and how many?"").","fix-catalogue-tier1.ts --apply"
AUTOMATIC,major,draft,"Hill Interiors","Luxe Collection Natural Glow Textured Ribbed LED Candle","Title does not end with “| Kaiku”.","fix-catalogue-tier1.ts --apply"
NEEDS DAMIEN,blocker,draft,"Hill Interiors","Luxe Collection Natural Glow Textured Ribbed LED Candle","No retail price.","prices are Damien's — never imported, never guessed"
WRITING,minor,draft,"Hill Interiors","Luxe Collection Natural Glow Texture Ribbed LED Candle","Filler phrases: perfect for, whether you, touch of sophistication, exquisite","Tier 2 rewrite"
AUTOMATIC,major,draft,"Hill Interiors","Luxe Collection Natural Glow Texture Ribbed LED Candle","1 FAQ answer nothing (e.g. ""How long do the batteries last? Is there a timer?"").","fix-catalogue-tier1.ts --apply"
AUTOMATIC,major,draft,"Hill Interiors","Luxe Collection Natural Glow Texture Ribbed LED Candle","Title does not end with “| Kaiku”.","fix-catalogue-tier1.ts --apply"
NEEDS DAMIEN,blocker,draft,"Hill Interiors","Luxe Collection Natural Glow Texture Ribbed LED Candle","No retail price.","prices are Damien's — never imported, never guessed"
NEEDS DATA,major,draft,"Hill Interiors","Luxe Collection Natural Glow Texture Ribbed LED Candle","The copy admits it does not know something instead of finding it out.","get the fact from sourceUrl, then rewrite. Never invent"
AUTOMATIC,major,draft,"Hill Interiors","Luxe Collection Natural Glow Stone LED Wax Candle","Title does not end with “| Kaiku”.","fix-catalogue-tier1.ts --apply"
NEEDS DAMIEN,blocker,draft,"Hill Interiors","Luxe Collection Natural Glow Stone LED Wax Candle","No retail price.","prices are Damien's — never imported, never guessed"
NEEDS DATA,major,draft,"Hill Interiors","Luxe Collection Natural Glow Stone LED Wax Candle","The copy admits it does not know something instead of finding it out.","get the fact from sourceUrl, then rewrite. Never invent"
WRITING,minor,draft,"Hill Interiors","Luxe Collection Natural Glow Stone LED Wax Candle","Filler phrases: effortlessly, seamlessly, designed to enhance, enchanting","Tier 2 rewrite"
AUTOMATIC,major,draft,"Hill Interiors","Luxe Collection Natural Glow Stone LED Wax Candle","2 FAQs answer nothing (e.g. ""Which batteries does it take and how many?"").","fix-catalogue-tier1.ts --apply"
AUTOMATIC,major,draft,"Hill Interiors","Luxe Collection Natural Glow Stone LED Wax Candle","Title does not end with “| Kaiku”.","fix-catalogue-tier1.ts --apply"
NEEDS DAMIEN,blocker,draft,"Hill Interiors","Luxe Collection Natural Glow Stone LED Wax Candle","No retail price.","prices are Damien's — never imported, never guessed"
NEEDS DATA,major,draft,"Hill Interiors","Luxe Collection Natural Glow Stone LED Wax Candle","The copy admits it does not know something instead of finding it out.","get the fact from sourceUrl, then rewrite. Never invent"
WRITING,minor,draft,"Hill Interiors","Luxe Collection Natural Glow Stone LED Wax Candle","Filler phrases: effortlessly, seamlessly, perfect for, whether you, your space","Tier 2 rewrite"
AUTOMATIC,major,draft,"Hill Interiors","Luxe Collection Natural Glow Stone LED Wax Candle","2 FAQs answer nothing (e.g. ""What type of batteries does it take?"").","fix-catalogue-tier1.ts --apply"
AUTOMATIC,major,draft,"Hill Interiors","Luxe Collection Natural Glow Stone LED Wax Candle","Title does not end with “| Kaiku”.","fix-catalogue-tier1.ts --apply"
NEEDS DAMIEN,blocker,draft,"Hill Interiors","Luxe Collection Natural Glow Stone LED Wax Candle","No retail price.","prices are Damien's — never imported, never guessed"
NEEDS DATA,major,draft,"Hill Interiors","Luxe Collection Natural Glow Stone LED Wax Candle","The copy admits it does not know something instead of finding it out.","get the fact from sourceUrl, then rewrite. Never invent"
WRITING,minor,draft,"Hill Interiors","Luxe Collection Natural Glow S/ 2 White LED Dinner Candles","Filler phrases: elevate your, effortlessly, perfect for, exquisite","Tier 2 rewrite"
AUTOMATIC,major,draft,"Hill Interiors","Luxe Collection Natural Glow S/ 2 White LED Dinner Candles","Title does not end with “| Kaiku”.","fix-catalogue-tier1.ts --apply"
NEEDS DAMIEN,blocker,draft,"Hill Interiors","Luxe Collection Natural Glow S/ 2 White LED Dinner Candles","No retail price.","prices are Damien's — never imported, never guessed"
WRITING,minor,draft,"Hill Interiors","Large Frosted Eucalyptus Candle Wreath","Filler phrases: effortlessly, perfect for, exquisite","Tier 2 rewrite"
AUTOMATIC,major,draft,"Hill Interiors","Large Frosted Eucalyptus Candle Wreath","3 FAQs answer nothing (e.g. ""What is the burn time for the wreath?"").","fix-catalogue-tier1.ts --apply"
AUTOMATIC,major,draft,"Hill Interiors","Large Frosted Eucalyptus Candle Wreath","Title does not end with “| Kaiku”.","fix-catalogue-tier1.ts --apply"
NEEDS DATA,major,draft,"Hill Interiors","Large Frosted Eucalyptus Candle Wreath","The copy admits it does not know something instead of finding it out.","get the fact from sourceUrl, then rewrite. Never invent"
WRITING,major,draft,"Hill Interiors","Medium Frosted Eucalyptus Candle Wreath","6 filler phrases: elevate your, seamlessly, perfect for, designed to enhance, any space…","Tier 2 rewrite"
AUTOMATIC,major,draft,"Hill Interiors","Medium Frosted Eucalyptus Candle Wreath","4 FAQs answer nothing (e.g. ""How long does it burn for?"").","fix-catalogue-tier1.ts --apply"
AUTOMATIC,major,draft,"Hill Interiors","Medium Frosted Eucalyptus Candle Wreath","Title does not end with “| Kaiku”.","fix-catalogue-tier1.ts --apply"
NEEDS DAMIEN,blocker,draft,"Hill Interiors","Medium Frosted Eucalyptus Candle Wreath","No retail price.","prices are Damien's — never imported, never guessed"
NEEDS DATA,major,draft,"Hill Interiors","Medium Frosted Eucalyptus Candle Wreath","The copy admits it does not know something instead of finding it out.","get the fact from sourceUrl, then rewrite. Never invent"
WRITING,minor,draft,"Hill Interiors","Small Frosted Eucalyptus Candle Wreath","Filler phrases: seamlessly, perfect for, any space, enchanting","Tier 2 rewrite"
AUTOMATIC,major,draft,"Hill Interiors","Small Frosted Eucalyptus Candle Wreath","3 FAQs answer nothing (e.g. ""How long does it burn for?"").","fix-catalogue-tier1.ts --apply"
AUTOMATIC,major,draft,"Hill Interiors","Small Frosted Eucalyptus Candle Wreath","Title does not end with “| Kaiku”.","fix-catalogue-tier1.ts --apply"
NEEDS DAMIEN,blocker,draft,"Hill Interiors","Small Frosted Eucalyptus Candle Wreath","No retail price.","prices are Damien's — never imported, never guessed"
NEEDS DATA,major,draft,"Hill Interiors","Small Frosted Eucalyptus Candle Wreath","The copy admits it does not know something instead of finding it out.","get the fact from sourceUrl, then rewrite. Never invent"
AUTOMATIC,major,draft,"Hill Interiors","Luxe Collection Natural Glow S/ 2 Ivory LED Dinner Candles","2 FAQs answer nothing (e.g. ""What type of batteries do the candles take?"").","fix-catalogue-tier1.ts --apply"
AUTOMATIC,major,draft,"Hill Interiors","Luxe Collection Natural Glow S/ 2 Ivory LED Dinner Candles","Title does not end with “| Kaiku”.","fix-catalogue-tier1.ts --apply"
WRITING,minor,draft,"Hill Interiors","Darcy Squat Stone Vase","Filler phrases: seamlessly, perfect for, any space","Tier 2 rewrite"
AUTOMATIC,major,draft,"Hill Interiors","Darcy Squat Stone Vase","Title does not end with “| Kaiku”.","fix-catalogue-tier1.ts --apply"
NEEDS DAMIEN,blocker,draft,"Hill Interiors","Darcy Squat Stone Vase","No retail price.","prices are Damien's — never imported, never guessed"
NEEDS DATA,major,draft,"Hill Interiors","Darcy Squat Stone Vase","The copy admits it does not know something instead of finding it out.","get the fact from sourceUrl, then rewrite. Never invent"
AUTOMATIC,major,draft,"Hill Interiors","Darcy Ople Stone Vase","2 FAQs answer nothing (e.g. ""Can the vase hold water?"").","fix-catalogue-tier1.ts --apply"
AUTOMATIC,major,draft,"Hill Interiors","Darcy Ople Stone Vase","Title does not end with “| Kaiku”.","fix-catalogue-tier1.ts --apply"
NEEDS DAMIEN,blocker,draft,"Hill Interiors","Darcy Ople Stone Vase","No retail price.","prices are Damien's — never imported, never guessed"
NEEDS DATA,major,draft,"Hill Interiors","Darcy Ople Stone Vase","The copy admits it does not know something instead of finding it out.","get the fact from sourceUrl, then rewrite. Never invent"
WRITING,minor,draft,"Hill Interiors","Darcy Ople Large Tall Vase","Filler phrases: effortlessly, statement piece, versatile addition","Tier 2 rewrite"
AUTOMATIC,major,draft,"Hill Interiors","Darcy Ople Large Tall Vase","3 FAQs answer nothing (e.g. ""How do I clean the vase?"").","fix-catalogue-tier1.ts --apply"
AUTOMATIC,major,draft,"Hill Interiors","Darcy Ople Large Tall Vase","Title does not end with “| Kaiku”.","fix-catalogue-tier1.ts --apply"
NEEDS DAMIEN,blocker,draft,"Hill Interiors","Darcy Ople Large Tall Vase","No retail price.","prices are Damien's — never imported, never guessed"
NEEDS DATA,major,draft,"Hill Interiors","Darcy Ople Large Tall Vase","The copy admits it does not know something instead of finding it out.","get the fact from sourceUrl, then rewrite. Never invent"
WRITING,minor,draft,"Hill Interiors","Darcy Ople Tall Vase","Filler phrases: beautifully crafted, perfect for, touch of sophistication","Tier 2 rewrite"
AUTOMATIC,major,draft,"Hill Interiors","Darcy Ople Tall Vase","2 FAQs answer nothing (e.g. ""Is the vase suitable for holding water or real flowers?"").","fix-catalogue-tier1.ts --apply"
AUTOMATIC,major,draft,"Hill Interiors","Darcy Ople Tall Vase","Title does not end with “| Kaiku”.","fix-catalogue-tier1.ts --apply"
NEEDS DAMIEN,blocker,draft,"Hill Interiors","Darcy Ople Tall Vase","No retail price.","prices are Damien's — never imported, never guessed"
NEEDS DATA,major,draft,"Hill Interiors","Darcy Ople Tall Vase","The copy admits it does not know something instead of finding it out.","get the fact from sourceUrl, then rewrite. Never invent"
WRITING,major,draft,"Hill Interiors","Darcy Sutra Large Vase","6 filler phrases: elevate your, effortlessly, seamlessly, perfect for, your space…","Tier 2 rewrite"
AUTOMATIC,major,draft,"Hill Interiors","Darcy Sutra Large Vase","2 FAQs answer nothing (e.g. ""Can I use the vase for displaying fresh flowers or water?"").","fix-catalogue-tier1.ts --apply"
AUTOMATIC,major,draft,"Hill Interiors","Darcy Sutra Large Vase","Title does not end with “| Kaiku”.","fix-catalogue-tier1.ts --apply"
NEEDS DAMIEN,blocker,draft,"Hill Interiors","Darcy Sutra Large Vase","No retail price.","prices are Damien's — never imported, never guessed"
